uid,uname,出度,入度,所涉领域,是否认证,认证原因,关注数,粉丝数,微博数,简介,标签,地址,性别,主页,生日,注册时间,公司,学校,cluter_result
1548164797,猫撞,54,1644,2,True,知名娱乐博主,530,660460,10752,鲁中地区减肥失败第一人。,铁甲依然在,北京,女,,,40076,,,3
3929428825,看我眼色行事好吧,22,1616,1,True,段子手,661,6825777,24019,翻译点有趣的东西吧！禁所有！版权属于原作者！合作私信,"短视频,时尚,电子商务,吃喝玩乐,搞笑,网络营销,电影,影视",北京 东城区,女,,,41608,,解放军国际关系学院,3
5672115840,猫咪远程饲养员,6,1611,2,False,,120,118,2003,生气会秃，养生为主😃,名人明星,其他,女,,天秤座,42225,,,1
6105713761,红星新闻,0,1607,4,True,成都传媒集团成都商报红星新闻原创新闻类新媒体项目,615,10249251,45023,红星新闻是成都传媒集团致力打造的一款聚焦热点新闻的主流新兴媒体，这里是真相与思想的交汇之地。这里聚...,新媒体-移动媒体,,,,,,,,4
1586923571,范雎,36,1606,1,True,业余码字者，出版《八王之乱》、《一本书与百年武林史》,,,,,,,,,,,,,1
1253846303,午后狂睡,81,1583,1,True,互联网科技博主影评人,382,1205714,36680,"Now,I,see,the,funny,side，now,I’m,always,smiling。","Nerazzurri,张国荣Leslie",上海,男,,处女座,40105,,,3
2830755911,剪刀手轩辕,24,1569,1,True,微博剪辑视频博主,278,691844,5421,愿君逢琦，自此长卿。,"伪技术宅,电影爱好者,动漫控,美食",其他,男,,金牛座,41137,,,4
5694051235,转基因辣酱,30,1553,1,True,读物博主,911,33350,4228,辣酱的八卦科普。看原耽的姐妹长佩搜“陈富足”点关注谢谢！,,其他,女,,双鱼座,42251,,,1
7372059080,阿拉丁癸,5,1544,1,False,,199,305,416,别关注，我只会让你失望，这里只有又双叒叕的一根脑后反骨，中立邪恶，老阳阴怪气惹。,,湖北,女,,35086,43844,,,2
1642088277,财经网,0,1536,4,True,财经网官方微博,948,38870538,192838,商务合作：廖先生QQ：3196598336邮箱：kailiao@caijing.com.cn,媒体网站,,,,,,,,4
1496814565,封面新闻,0,1515,2,True,封面新闻华西都市报官方微博,8329,22443382,155705,欢迎关注封面新闻,报纸-都市报,,,,,,,,4
1868465532,渥丹,61,1514,1,False,,524,86624,7531,"spinario2008@gmail.com,公号：“脉脉的糖果盒子”。",,"北京,东城区",女,,,40486,,,2
1658717970,侯虹斌,73,1514,2,True,作家，代表作《圣母病》《女性进化论》微博原创视频博主微博签约自媒体,2478,1141805,33939,商务助理微信：jennygu916 微信公号：侯虹斌客厅 新书：《圣母病》《女性进化论》,"自媒体,轻奢,女性主义,女作家",广东 广州,女,,,40122,,,3
1662214194,北京人不知道的北京事儿,8,1490,3,True,知名本地博主本地资讯博主（北京）,1615,7083962,32554,直播北京突发事件，急事儿私信。只此一号，一个已婚的北京爷们儿用不正经的方式干着一件靠谱的事儿。qq67362388,"北京国安,北京人,北京互助,北京美食,北京事儿,北京突发,北京爱情,北京求助","北京,西城区",男,,,40137,,,3
2318910945,新浪新闻客户端,0,1484,3,True,新浪新闻客户端官方微博,411,35301058,70713,只想做一只人见人爱的客户端,新媒体-移动媒体,,,,,,,,4
1351051897,陈生大王,20,1468,2,True,电视媒体人知名萌宠博主萌宠视频自媒体,393,423403,4851,一个喜欢养猫购物吃东西的巨星。#西南地区最不要脸的人#,"豆瓣,电视,电影,钱,放空,摄影,旅行的意义","四川,成都",男,,31905,40117,,,3
1850643503,铁齿铜牙呜喵喵,150,1449,1,False,,3376,8176,65188,暴躁好怼擅拉黑，超级极端不优雅。婚人废婚造自己的反！不服爬开！砸碎父权基石还女自由！,"反婚,女权,投资,科幻,科技,近代文学",其他,女,,,40489,,,1
2408791330,刺萼龙逵152,95,1447,2,True,互联网科技博主,520,46870,16477,鉴婊狂徒。,"偏执狂,购物狂,心理学,电视剧,咖啡控",浙江,女,,,40805,,,3
1829529081,Sun翠花儿_,45,1446,1,True,知名娱乐博主饭制视频博主,603,191455,22355,"【三花猫视频组】组员｜,商务合作私信，图与视频禁二改二传，请私信授权","颜性恋,剪刀手",其他,女,,35108,40464,,,4
7415924925,男明星爹味发言bot,27,1444,1,False,,155,30511,646,,,,,,,,,,1
5743525008,仓酱_,52,1441,1,True,电视剧博主,652,1082289,22386,✨知名电视剧博主 综艺娱乐博主 电视剧视频自媒体✨,,其他,女,,双鱼座,42311,,,1
3828520472,只剩名字一张皮,11,1431,1,False,,917,6103,20736,微博上的我只是一个无情的转发机器。想找我的话，你们知道我在哪儿。或许也没人想找我。,,"上海,黄浦区",男,,,41550,,,2
1989660417,胡锡进,1,1423,3,True,《环球时报》总编辑胡锡进,276,24053287,8943,胡锡进，一个“复杂中国”的报道者。,,北京 朝阳区,男,,,40599,,,0
2615417307,凤凰网,2,1413,5,True,凤凰网官方微博,779,19601183,36021,为您带来最好看的新闻。,媒体网站,,,,,,,,4
1871920410,普通小狗,28,1404,1,False,,2789,179731,5992,我很菜（暂时不接稿啦,"养猪厂长,河童首领,圆来圆去,画画的",其他,女,,35926,40490,,,1
3524285233,那生如书,69,1393,1,True,普及性教育超话小主持人,346,40103,8774,只向颜值势力低头，人丑心恶勿扰。,,其他,女,,,41463,,,1
1740006833,我不是谦哥儿,63,1378,1,True,知名读物博主,652,1500024,7140,我也不是谦老头/惯性吐槽💥,"腹黑,日本,古灵精怪,教育就业,文艺,乐观,吃货,电影,生活",北京,男,,双子座,40308,,,3
1884373794,你不要脸的样子真可爱,91,1368,1,False,,595,499710,75234,欢迎来到我的qq空间,,其他,女,,35411,40509,,,1
5529454698,沙一汀EL,0,1365,1,True,W8VES厂牌成员沙一汀哔哩哔哩《说唱新世代》选手,69,772755,304,网易云：沙一汀EL,美女,上海,男,,44000,42054,,宁波诺丁汉大学,3
1770922324,-步太-,21,1363,1,False,,421,16855,5066,"Dignity, always dignity.","任性,猫,百合,KOEI,南京人,東方",其他,女,,44197,40380,,,1
1912171434,不会笑的柴郡猫,105,1337,1,False,,655,32445,89678,Tratan de enterrarnos、No saben que somos semilla。,,北京,女,,,40544,,,2
3212204027,豆你玩,81,1312,1,False,,981,644081,196504,唯爱嗑药,选秀,其他,女,,巨蟹座,41279,,,1
6032584361,七隻小怪獸,32,1300,1,False,,580,10051,1495,原#🍚🐰在中国#与#Metoo在中国#主持人—封删的边界是破晓的光亮—#我也不是完美受害者#,,海外,女,,42923,42640,,,2
1878335471,新浪综艺,1,1282,1,True,新浪综艺官方微博,1871,12452469,61262,精选最新、最全、最热门的综艺资讯、视频！每天给你好看！欢迎报料、投稿！请发私信或者邮件（videotv@sina...,,,,,,,,,1
1974576991,环球时报,2,1273,3,True,《环球时报》微博,718,28783289,199836,报道多元世界 解读复杂中国,,,,,,,,,1
1686546714,环球网,2,1266,4,True,环球网微博,1444,22103251,110010,环球网【http://www.huanqiu.com】是由《环球时报》社主办的中英文双语网站，每日滚动发送热门国际台海新闻...,媒体网站,,,,,,,,4
1271403002,楚惜刀,85,1266,1,True,作家，代表作《魅生》系列,1152,522555,58422,女！专注转发，观剧看文，育儿博主。没钱买粉，没开私信，被误关注的请手动移除我谢谢。,"一直在线,拖延症晚期,收集癖,资料控,电影迷,白羊座,伪编剧,吃货,自由职业",上海 静安区,女,,白羊座,40148,,,3
5042104968,纳兰无羁,37,1258,1,True,微博知名博主,372,4749629,2782,党建文化,幽默笑话,江苏 南京,男,,,41688,,圣地喇荣五明佛学院,3
1642592432,新浪电视,0,1254,1,True,新浪娱乐电视频道官方微博,1842,13868457,45674,我们是有所看有所不看的少女剧迷！,,,,,,,,,1
5765378903,小羊爱吃酱肘子,24,1248,1,True,知名搞笑幽默博主,968,8967899,14921,一只逃走的羊，有时温和。,,其他,女,,42349,42326,,,1
5334369419,三代鹿人,1,1243,1,True,电影视频自媒体,58,189287,52,祖上三代，都是路人。,,上海,男,,,41927,,,0
5249067681,来一杯冰阔乐吗,21,1231,1,True,知名综艺博主音乐视频自媒体,582,1159533,12136,我发我的 你看你的 管好你自己,"音乐,电视剧,综艺,韩国明星,搞笑,娱乐,名人明星",海外 美国,男,,狮子座,41863,,,3
1642512402,中国新闻周刊,3,1225,4,True,中国新闻周刊官方微博,3060,57350905,157461,中国新闻周刊官方微博。定位于信息管家、时事顾问、意见领袖。,杂志-时政新闻,,,,,,,,4
6060307497,观视频工作室,6,1220,3,True,观视频工作室官方微博,130,2750979,5632,理性观世界，自信看中国。,媒体网站,,,,,,,,4
5057216251,林黛玉智取威虎山,28,1210,1,True,娱乐博主,545,27450,9421,,搞笑幽默,,女,,,,,,4
1508154142,摇摇小旗,16,1203,1,False,,377,260539,2897,是个嬉皮。嗯嗯号：wananqi2666,"Serendipity,自由,好奇心",其他,女,,33373,40409,,,1
6139664016,甜甜和心心妈妈,20,1199,1,True,江苏荣利达科技有限公司软件工程师,249,21362,77,我幼年被我村庄的3个男人qj，央企林洪事件当事人,,其他,女,,天秤座,42780,,南京理工大学,1
2400966427,冬亚,72,1186,5,True,知名搞笑幽默博主,1075,2826680,70402,Hey Luke,"微博要饭为生,矮穷丑挫挊,人形自走吐槽机,屌丝",云南,男,,,40823,,中国农业大学,3
1769741763,洛之秋,12,1185,2,False,,703,440140,25046,不想说。,文学艺术,江苏 南京,男,,,40366,,,2
6051436101,一品羡气,21,1182,1,True,娱乐博主,369,562299,45050,铂金一笑就是坠吊的,,海外,女,,35132,42667,,,0
1949112803,太皇太后您有喜啦,27,1172,1,True,微博知名搞笑博主知名电视剧博主,932,10790210,50673,女朋友@糯米团子不说话  (⁎⁍̴̛ᴗ⁍̴̛⁎)  好看的不像话,"视频电影,艺术,综艺娱乐,读书分享,幽默,看书,NBA",四川 成都,男,,34161,40577,,,3
1732608585,海納百川米,10,1158,1,False,,266,2700,16093,古龍/陳俊生/崔鵬/游素蘭/戢武王,,"北京,朝阳区",女,,32948,40288,,,2
1230020301,罗赛迩,44,1149,1,True,作家，长篇小说《恒星，苦橙，以及我爱你》,284,127547,55672,异星航志,"JaredPadalecki,NiceBody亚克西,我的生活亚克西,操起键盘就话痨,歌舞升平,非常和谐",其他,女,,,40302,,,4
1645255202,浪里赤条小粗林,36,1138,2,False,,598,821537,13229,小熊猫云饲养员 互联网史莱姆,国产冷西皮最爱,上海,女,,天蝎座,40298,,,2
1871855865,卡李,189,1134,1,False,,581,23128,231924,愿为五陵轻薄儿，生当开元天宝时。斗鸡走狗过一生，天下兴亡两不知。,"吃货,团子控",天津,男,,,40505,,,2
7399457690,星星的月亮外宣,6,1128,1,False,,12,343,92,"超话妹妹别怕姐姐来了微博外宣部,女性互助，保护儿童",,北京,女,,43938,43886,,,2
2717663104,幸福西饼BLISSCAKE,0,1126,1,True,幸福西饼官方微博,816,277481,2738,"幸福西饼,知名O2O蛋糕连锁品牌,始终坚持“100%新鲜制作”标准，为消费者生产健康、安全、绿色的五星级烘焙食...",餐饮美食-面包甜点,,,,,,,,4
1874361623,韩东言,10,1124,3,True,知名法律博主头条文章作者微博签约自媒体,3568,2037869,64718,谦谦君子，温润如玉。,"专业,客观,公正,新闻,采访,案件,法律,记者",辽宁,男,,29165,40507,,,3
5172987178,西窗随记,34,1113,1,False,,630,128281,6836,读书、看电影、追剧,,"吉林,吉林",男,,,41798,,,2
1407132951,曾鹏宇,73,1111,2,True,作家，著有《世上有颗后悔药》微博签约自媒体,1467,1227897,27187,八卦是真实之母。所有本人原创内容，如需转载必须获得授权、署名使用并支付稿酬。凡未经授权转载的，我会打上门去，切勿招惹！,"旅行,跑步,IT,苹果控,电影,小马奔腾,写作,白羊座",北京,男,,白羊座,40053,,中国新闻学院,3
2606218210,中国妇女报,0,1108,2,True,《中国妇女报》是全国妇联机关报,1999,11942257,60815,我们关注妇女儿童权益，倡导两性平等、家庭和谐，愿做女人的知己、男人的朋友、家庭的伙伴。,,,,,,,,,1
2502471581,仝卓,0,1108,1,True,歌手、演员,221,2876076,424,工作联系：hi@tongofficial.com,,,,,,,,,1
2286192014,MademoiselleCherie-Luna,11,1090,1,False,,953,132908,12194,人间观察异闻录,"艺术,电影,时尚",海外,女,,,40759,,,2
6444853250,瓶中妖,35,1084,1,True,娱乐博主,441,9102,5345,激进女权博主,,浙江,女,,白羊座,43096,,,0
1836698272,敲黑板bot,0,1082,1,True,知名读物博主娱乐博主微博签约自媒体,506,4844801,2144,,娱乐,海外,男,,,40911,,,3
2356166212,军机不可泄露,5,1066,2,True,知名军事博主,375,1023725,13566,薅资本主义羊毛，暖社会主义人心,"文理双学位,军事观察者,90后",北京,男,,狮子座,40784,,,3
1900586141,菜刀曦曦,27,1054,1,True,知名幽默博主,598,1433735,11530,一个普通的家庭妇女,,"北京,朝阳区",女,,天秤座,40535,,河北医科大学临床学院,0
5939213490,橙雨伞微博,24,1053,2,True,知名公益博主,311,437476,9207,橙雨伞是一个开脑洞的公益项目，通过与媒体界、法律界和NGO的跨界合作，赋能女性远离性别暴力。,,其他,女,,42515,42515,,,1
1730627230,穿条纹睡衣的阿盐,10,1053,1,False,,248,34899,758,“心就是拿来碎的。”,"平面设计,摄影,写作,阅读,远离网络,按时吃饭",其他,女,,,40343,,,1
2675525132,被罗大盾标记的蝎师傅,52,1045,1,True,知名娱乐博主,766,38205,27363,"沙雕选手,搞嘎龙.深呼晰.盾铁,cp洁癖不拆不逆","手工渣,LL大法好,福华,锤基,瓶邪,真遥,cosplay,基三","广东,广州",男,,34656,40928,,,3
2970036311,贴吧君,14,1030,1,True,微博知名搞笑博主,581,10449428,12781,。,搞笑幽默,广东,男,,34143,41838,,,0
1700648435,成都商报,0,1026,1,True,成都商报官方微博,899,20932343,149869,《成都商报》是西部地区发行量和影响力最大的主流媒体。新闻爆料热线：028-86612222。合作联系：QQ1：43497...,报纸-都市报,,,,,,,,4
7394553843,男权笑话日报社,35,1021,2,False,,205,94894,5203,烦恼是素材太多,机智,其他,男,,,43879,,,1
3958192025,小猫钓鱼0419,31,1021,1,False,,270,81799,11964,小麦和黑麦之间， 绿篱和荆棘之间， 树木和草丛之间， 恋人在哪里？,美女,其他,女,,,41633,,,1
1730123695,重工组长于彦舒,61,1017,1,True,漫画家于彦舒，代表作：《黑白无双》，《扳手少年》,3231,2086053,78692,非常强力,,,,,,,,,1
1749937787,阿杰729,3,1005,1,True,配音演员张杰,741,4453311,4799,工作邀约请发邮件至：729@joyousound.com，谢谢！,"声优,729,墨明棋妙,索尼大法好,ACG,配音,ketsu",北京 海淀区,男,,28821,40331,,,3
2018531087,中国联通北京客服,3,1001,1,True,北京联通10010官方微博,780,1884553,38250,匠心服务，一直有“沃”，欢迎您的关注！同时关注“中国联通北京客服”微信公众号，享受便捷服务，以指代步！,通讯及服务-运营商,,,,,,,,4
1496883514,凯雷,50,999,3,True,资深媒体人头条文章作者,5077,1477750,41720,媒体人「本人微博所表達言論與供職機構立場無關」,"海子,两会,太空人,通用飞机,香港媒体,诗歌",北京,男,,,40079,,中国人民大学,3
2783053135,龙猫自在,36,991,1,True,电视剧博主头条文章作者微博签约自媒体,242,104605,12007,什么都略懂一点，生活更多彩一些。,"多肉植物控,影评爱好者,龙猫控,手绘爱好者",海外,女,,天秤座,41054,,,3
6093999506,莓辣-色阿,21,983,1,True,情感两性博主,321,37345,1477,搞性教育的,,广东,女,,水瓶座,42734,,,0
1266872942,顾惜之,65,982,1,True,原创写手顾惜之微博签约自媒体,3774,398465,83737,写手+翻译+词作曲作。婉约的豪放派，useless技能点999+。,"魔戒迷,也写诗作个曲子,翻译,奇幻,科幻,三藐三菩提,爱科学爱推理,微腐怡情,姑娘我是练过的","浙江,丽水",女,,,40262,,厦门大学,3
2515546111,李姑娘万岁呀,36,952,1,False,,365,29745,7225,"Invictus,Maneo.",长春生活,其他,女,,白羊座,40884,,,1
1910677324,灯火支流,12,949,1,True,电影博主,525,40288,3586,"Let,he,among,us,without,sin,be,the,first,one,to,condemn.","GoT,Marvel,StarTrek,Sherlock,EC,POI",其他,女,,,40541,,,4
1062623637,李子的围脖,96,949,1,True,秋李子，著名网络作家，擅长写古代言情题材，著有《云破月来》，《宁为下堂妻》，《大秦风云之摄政公主》，《天下无双》，《珊瑚》等作品。起点、晋江网签约作家。,570,137532,76759,,,云南 昆明,女,,,40244,,,0
